 ,Area(zone b),Mean(zone b),Min(zone b),Max(zone b)
604,247599,23423.115,0,65535
605,247599,23213.445,0,65535
606,247599,23297.908,0,65535
607,247599,23200.723,0,65535
608,247599,26226.363,0,65535
609,247599,31141.459,4683,54493
610,247599,30741.400,0,60879
611,247599,30908.010,2554,63433
612,247599,30763.938,6385,65535
613,247599,30945.068,5108,62582
614,247599,30919.514,2980,64285
615,247599,30571.049,6385,54067
616,247599,30833.773,5108,58750
617,247599,30574.736,5108,60028
618,247599,30938.330,0,60879
619,247599,30736.076,0,65535
620,247599,23689.447,0,65535
621,247599,23384.783,0,65535
622,247599,23136.467,0,65535
623,247599,23360.156,0,65535
624,247599,23248.906,0,65535
625,247599,23426.848,0,65535
626,247599,23209.064,0,65535
627,247599,23411.820,0,65535
628,247599,23393.980,0,65535
629,247599,23203.078,0,65535
630,247599,23441.969,0,65535
631,247599,26449.975,0,65535
632,247599,31268.723,2128,62156
633,247599,30896.904,0,59176
634,247599,30777.197,5960,64285
635,247599,31014.650,425,63859
636,247599,30774.738,2980,62582
637,247599,30947.766,0,62582
638,247599,30740.438,3831,62582
639,247599,30954.711,4683,65136
640,247599,30720.795,425,53642
641,247599,30643.875,5960,62156
642,247599,30925.969,2554,65535
643,247599,23269.277,0,65535
644,247599,23350.242,0,65535
645,247599,23157.645,0,65535
646,247599,23320.379,0,65535
647,247599,23214.420,0,65535
648,247599,23131.412,0,65535
649,247599,23395.629,0,65535
650,247599,23130.893,0,65535
651,247599,23444.449,0,65535
652,247599,23245.410,0,65535
653,247599,23397.656,0,65535
654,247599,26656.203,0,65136
655,247599,30980.738,2128,64285
656,247599,31134.490,5960,65535
657,247599,30810.473,851,64285
658,247599,31097.549,3831,64711
659,247599,30894.441,0,60028
660,247599,30981.703,5534,65535
661,247599,31001.643,0,54919
662,247599,30797.582,2980,61731
663,247599,30981.408,5108,61305
664,247599,30749.111,6385,61305
665,247599,30857.914,1702,65535
666,247599,23283.119,0,65535
667,247599,23306.787,0,65535
668,247599,23293.443,0,65535
669,247599,23027.262,0,65535
670,247599,23287.469,0,65535
671,247599,23176.445,0,65535
672,247599,23372.520,0,65535
673,247599,23092.521,0,65535
674,247599,23087.404,0,65535
675,247599,23333.076,0,65535
676,247599,23225.502,0,65535
677,247599,26829.900,0,65535
678,247599,31070.902,2980,59176
679,247599,31085.121,5534,62582
680,247599,30931.236,2554,65535
681,247599,30830.236,7237,59176
682,247599,31101.920,3831,55770
683,247599,30828.719,5960,62156
684,247599,31063.410,0,65535
685,247599,30839.812,5534,64711
686,247599,31069.020,5108,60028
687,247599,30763.191,5534,65535
688,247599,30712.199,2980,55770
689,247599,23359.508,0,65535
690,247599,23156.100,0,65535
691,247599,23406.877,0,65535
692,247599,23260.936,0,65535
693,247599,23392.717,0,65535
694,247599,23355.762,0,65535
695,247599,23135.602,0,65535
696,247599,23382.748,0,65535
697,247599,23166.418,0,65535
698,247599,23375.969,0,65535
699,247599,23217.584,0,65535
700,247599,26841.293,0,64711
701,247599,31127.574,6385,62582
702,247599,30794.717,5534,56622
703,247599,31039.924,0,59176
704,247599,30860.949,4683,64711
705,247599,30980.025,4683,57899
706,247599,30917.670,0,65535
707,247599,31063.441,3831,55345
708,247599,31019.812,0,65535
709,247599,30796.299,425,54493
710,247599,31067.096,5108,65136
711,247599,30881.781,0,53216
712,247599,23293.000,0,65535
713,247599,23260.525,0,65535
714,247599,23160.201,0,65535
715,247599,23486.918,0,65535
716,247599,23207.816,0,65535
717,247599,23360.719,0,65535
718,247599,23264.018,0,65535
719,247599,23383.404,0,65535
720,247599,23271.201,0,65535
721,247599,23186.568,0,65535
722,247599,23485.943,0,65535
723,247599,26732.508,0,59602
724,247599,31133.961,2128,63859
725,247599,30828.674,5960,65535
726,247599,30977.123,0,63008
727,247599,30780.650,1702,56622
728,247599,30690.568,7663,62156
729,247599,30901.686,6385,57047
730,247599,30618.201,1702,60453
731,247599,30885.613,6385,52364
732,247599,30752.885,6385,60879
733,247599,30890.670,2128,63008
734,247599,30853.225,6811,51939
735,247599,23006.953,0,65535
736,247599,23443.002,0,65535
737,247599,23149.834,0,65535
738,247599,23425.756,0,65535
739,247599,23206.107,0,65535
740,247599,23405.668,0,65535
741,247599,23368.592,0,65535
742,247599,23248.805,0,65535
743,247599,23418.172,0,65535
744,247599,23314.398,0,65535
745,247599,23426.148,0,65535
746,247599,27039.383,0,65535
747,247599,31264.688,1702,65535
748,247599,31063.312,0,61731
749,247599,30724.564,851,65535
750,247599,30989.932,0,65535
751,247599,30844.645,2128,58325
752,247599,30934.947,1702,60879
753,247599,30758.627,6811,65535
754,247599,30642.029,4683,64285
755,247599,30897.369,2554,60879
756,247599,30621.373,0,57473
757,247599,30882.379,5534,65535
758,247599,23017.510,0,65535
759,247599,23286.713,0,65535
760,247599,23187.777,0,65535
761,247599,23093.496,0,65535
762,247599,23330.902,0,65535
763,247599,23171.770,0,65535
764,247599,23436.555,0,65535
765,247599,23265.662,0,65535
766,247599,23439.852,0,65535
767,247599,23272.305,0,65535
768,247599,23247.234,0,65535
769,247599,27338.562,0,65535
770,247599,30908.234,3405,61731
771,247599,31109.609,4257,63859
772,247599,30904.791,2554,62582
773,247599,31033.330,2980,64285
774,247599,31047.324,2128,54919
775,247599,30648.990,6385,65535
776,247599,30983.158,4683,61305
777,247599,30645.295,2980,57899
778,247599,30902.508,5108,55345
779,247599,30768.697,2554,63008
780,247599,30795.545,5108,63008
781,247599,23176.260,0,65535
782,247599,23067.436,0,65535
783,247599,23270.383,0,65535
784,247599,23096.117,0,65535
785,247599,23294.254,0,65535
786,247599,23117.537,0,65535
787,247599,23277.570,0,65535
788,247599,23293.898,0,65535
789,247599,23058.750,0,65535
790,247599,23306.613,0,65535
791,247599,23208.273,0,65535
792,247599,27390.418,0,65535
793,247599,30932.037,5108,55770
794,247599,30798.117,0,61731
795,247599,31052.111,2980,59176
796,247599,30833.383,2980,57047
797,247599,30998.852,851,59176
798,247599,30839.561,3831,65535
799,247599,31027.793,5960,59176
800,247599,30801.322,6385,65535
801,247599,30709.270,6385,60453
802,247599,30868.803,2554,56622
803,247599,30433.975,0,54493
804,247599,23266.803,0,65535
805,247599,23214.098,0,65535
806,247599,23374.779,0,65535
807,247599,23180.303,0,65535
808,247599,23132.668,0,65535
809,247599,23353.471,0,65535
810,247599,23095.961,0,65535
811,247599,23319.652,0,65535
812,247599,23179.975,0,65535
813,247599,23370.785,0,65535
814,247599,23320.742,0,65535
815,247599,27303.598,0,65535
816,247599,31049.221,6385,53642
817,247599,30718.957,3831,63859
818,247599,31004.693,5108,63859
819,247599,30784.414,4683,57047
820,247599,30917.227,2980,62156
821,247599,30898.645,6385,63008
822,247599,30713.887,5534,65535
823,247599,31005.061,0,57473
824,247599,30770.236,2980,65535
825,247599,30972.846,3405,53216
826,247599,30405.475,5108,59602
827,247599,23271.748,0,65535
828,247599,23298.262,0,65535
829,247599,23210.934,0,65535
830,247599,23357.156,0,65535
831,247599,23200.740,0,65535
832,247599,23387.971,0,65535
833,247599,23169.137,0,65535
834,247599,23098.400,0,65535
835,247599,23390.682,0,65535
836,247599,23061.795,0,65535
837,247599,23320.643,0,65535
838,247599,27473.463,0,61731
839,247599,31054.635,1277,59602
840,247599,30807.766,3405,54493
841,247599,30631.215,0,52364
842,247599,30877.098,0,65535
843,247599,30598.607,5108,57473
844,247599,30850.865,4257,57473
845,247599,30656.023,6385,60028
846,247599,30869.004,6385,62582
847,247599,30688.602,0,54067
848,247599,30576.000,0,61731
849,247599,30333.221,5108,57899
850,247599,23053.451,0,65535
851,247599,23334.357,0,65535
852,247599,23121.832,0,65535
853,247599,23344.320,0,65535
854,247599,23394.322,0,65535
855,247599,23225.531,0,65535
856,247599,23467.969,0,65535
857,247599,23228.160,0,65535
858,247599,23435.316,0,65535
859,247599,23221.617,0,65535
860,247599,23410.502,0,65535
861,247599,27848.703,0,65535
862,247599,30907.699,5534,65535
863,247599,31105.854,5108,62582
864,247599,30794.186,0,65535
865,247599,31003.986,6385,59602
866,247599,30862.508,3405,64711
867,247599,30922.521,0,61731
868,247599,30913.770,0,55770
869,247599,30702.660,6811,65535
870,247599,30886.701,2128,61305
871,247599,30739.385,5108,51087
872,247599,30192.426,2554,63859
873,247599,23033.303,0,65535
874,247599,23110.941,0,65535
875,247599,23366.090,0,65535
876,247599,23185.674,0,65535
877,247599,23407.707,0,65535
878,247599,23211.881,0,65535
879,247599,23458.795,0,65535
880,247599,23286.846,0,65535
881,247599,23209.936,0,65535
882,247599,23378.482,0,65535
883,247599,23143.732,0,65535
884,247599,28071.016,0,58750
885,247599,30960.266,0,61305
886,247599,31076.867,6385,65136
887,247599,30940.627,1277,55770
888,247599,30745.229,2980,63859
889,247599,31019.355,5534,65535
890,247599,30731.592,851,58325
891,247599,30996.764,5108,65535
892,247599,30736.859,2128,65535
893,247599,30963.213,3405,60028
894,247599,30978.623,4257,62582
895,247599,29820.170,5108,62156
896,247599,23146.928,0,65535
897,247599,23042.348,0,65535
898,247599,23420.129,0,65535
899,247599,23168.615,0,65535
900,247599,23305.297,0,65535
901,247599,23284.932,0,65535
902,247599,23071.354,0,65535
903,247599,23310.777,0,65535
904,247599,23191.545,0,65535
905,247599,23387.135,0,65535
906,247599,23291.803,0,65535
907,247599,28021.307,0,60453
908,247599,31086.227,5534,65535
909,247599,30861.236,0,64285
910,247599,30996.006,6385,65535
911,247599,30842.422,5534,65535
912,247599,31020.383,2128,65535
913,247599,30779.783,3831,65535
914,247599,30726.760,3831,65136
915,247599,31001.332,0,51513
916,247599,30748.441,1702,63859
917,247599,30891.607,7237,65535
918,247599,29920.859,3405,54919
919,247599,23264.703,0,65535
920,247599,23238.324,0,65535
921,247599,23195.422,0,65535
922,247599,23398.359,0,65535
923,247599,23227.822,0,65535
924,247599,23483.691,0,65535
925,247599,23279.174,0,65535
926,247599,23399.648,0,65535
927,247599,23246.777,0,65535
928,247599,23156.768,0,65535
929,247599,23410.523,0,65535
930,247599,27894.549,0,59176
931,247599,31120.221,7237,56196
932,247599,30832.834,6385,60028
933,247599,31018.162,1277,62582
934,247599,31006.783,4683,64711
935,247599,30808.936,3405,60028
936,247599,31032.527,5534,65535
937,247599,30662.873,425,63859
938,247599,30981.008,425,52364
939,247599,30871.277,3405,64285
940,247599,31027.887,4683,65535
941,247599,29861.412,3831,60028
942,247599,23059.818,0,65535
943,247599,23466.738,0,65535
944,247599,23230.742,0,65535
945,247599,23373.535,0,65535
946,247599,23238.385,0,65535
947,247599,23385.658,0,65535
948,247599,23395.572,0,65535
949,247599,23134.125,0,65535
950,247599,23375.383,0,65535
951,247599,23171.867,0,65535
952,247599,23360.168,0,65535
953,247599,28203.941,2554,60028
954,247599,30801.764,4257,64285
955,247599,30925.033,2128,60028
956,247599,30676.100,0,65535
957,247599,30942.934,2554,60028
958,247599,30701.553,425,59176
959,247599,30837.117,0,65535
960,247599,30745.963,6385,57047
961,247599,30649.348,0,57899
962,247599,30859.334,6385,62582
963,247599,30635.322,2980,59602
964,247599,29820.564,2554,58325
965,247599,23105.971,0,65535
966,247599,23338.010,0,65535
967,247599,23197.578,0,65535
968,247599,23165.857,0,65535
969,247599,23375.742,0,65535
970,247599,23186.500,0,65535
971,247599,23433.863,0,65535
972,247599,23236.732,0,65535
973,247599,23455.340,0,65535
974,247599,23421.320,0,65535
975,247599,23131.447,0,65535
976,247599,28507.721,0,64285
977,247599,30859.795,4683,65535
978,247599,31148.330,2128,65535
979,247599,30904.799,0,57899
980,247599,31000.273,4257,65535
981,247599,31039.191,5534,60879
982,247599,30706.824,0,54919
983,247599,31013.338,5108,61731
984,247599,30789.574,0,59602
985,247599,30866.936,3405,61305
986,247599,30705.857,5534,60453
987,247599,29500.203,0,63433
988,247599,23166.602,0,65535
989,247599,23058.365,0,65535
990,247599,23302.324,0,65535
991,247599,23153.199,0,65535
992,247599,23402.521,0,65535
993,247599,23204.150,0,65535
994,247599,23122.365,0,65535
995,247599,23364.625,0,65535
996,247599,23084.475,0,65535
997,247599,23391.893,0,65535
998,247599,23205.285,0,65535
999,247599,28616.428,2554,65535
1000,247599,31032.037,2554,57047
1001,247599,30820.859,0,54919
1002,247599,31107.104,1702,65535
1003,247599,30835.893,0,59176
1004,247599,31013.549,5960,65535
1005,247599,30834.967,0,63008
1006,247599,30920.182,4683,61731
1007,247599,30768.723,6385,60453
1008,247599,30640.449,4683,65535
1009,247599,30876.133,851,65535
1010,247599,29127.316,3405,54067
1011,247599,23206.906,0,65535
1012,247599,23078.111,0,65535
1013,247599,23257.717,0,65535
1014,247599,23274.137,0,65535
1015,247599,23019.617,0,65535
1016,247599,23311.217,0,65535
1017,247599,23032.387,0,65535
1018,247599,23320.684,0,65535
1019,247599,23157.412,0,65535
1020,247599,23439.715,0,65535
1021,247599,23436.062,0,65535
1022,247599,28507.518,1277,56196
1023,247599,31092.225,5960,60879
1024,247599,30891.783,6385,57047
1025,247599,31036.379,0,64285
1026,247599,30924.320,6811,65535
1027,247599,31051.406,5108,65535
1028,247599,31026.846,2554,57473
1029,247599,30771.961,5960,59602
1030,247599,31030.625,2980,63008
1031,247599,30833.279,5108,65535
1032,247599,31008.637,5960,65535
1033,247599,29273.062,0,58325
1034,247599,22983.449,0,65535
1035,247599,23312.168,0,65535
1036,247599,23129.625,0,65535
1037,247599,23353.875,0,65535
1038,247599,23192.098,0,65535
1039,247599,23423.961,0,65535
1040,247599,23164.709,0,65535
1041,247599,23195.410,0,65535
1042,247599,23385.922,0,65535
1043,247599,23161.820,0,65535
1044,247599,23375.152,0,65535
1045,247599,28619.285,0,61731
1046,247599,31076.734,6811,65535
1047,247599,30783.260,0,65535
1048,247599,30782.299,1702,65136
1049,247599,31030.676,1277,65535
1050,247599,30825.666,1277,62582
1051,247599,31087.762,5960,53216
1052,247599,30844.553,3831,60028
1053,247599,31038.732,5534,65535
1054,247599,30971.084,851,54493
1055,247599,30725.400,0,60028
1056,247599,29242.617,0,65535
1057,247599,23072.598,0,65535
1058,247599,23344.564,0,65535
1059,247599,23220.928,0,65535
1060,247599,23326.916,0,65535
1061,247599,23321.145,0,65535
1062,247599,23142.711,0,65535
1063,247599,23382.002,0,65535
1064,247599,23259.957,0,65535
1065,247599,23376.154,0,65535
1066,247599,23220.291,0,65535
1067,247599,23445.781,0,65535
1068,247599,28943.355,2980,55345
1069,247599,30886.240,4257,54919
1070,247599,31022.859,851,64285
1071,247599,30757.988,0,54493
1072,247599,30903.947,425,63433
1073,247599,30741.406,3831,62582
1074,247599,30638.852,0,51939
1075,247599,30817.547,4257,65535
1076,247599,30595.490,4683,54919
1077,247599,30921.584,5108,65535
1078,247599,30758.824,3405,58750
1079,247599,29034.520,2554,65535
1080,247599,23024.023,0,65535
1081,247599,23195.707,0,65535
1082,247599,23373.660,0,65535
1083,247599,23099.264,0,65535
1084,247599,23437.912,0,65535
1085,247599,23232.121,0,65535
1086,247599,23458.742,0,65535
1087,247599,23260.424,0,65535
1088,247599,23209.148,0,65535
1089,247599,23463.029,0,65535
1090,247599,23218.627,0,65535
1091,247599,29213.098,0,56622
1092,247599,30987.238,4683,65535
1093,247599,31132.541,4683,60879
1094,247599,31085.646,0,63433
1095,247599,30734.236,0,56196
1096,247599,30995.787,2554,64285
1097,247599,30757.207,1702,54919
1098,247599,30985.402,7237,60453
1099,247599,30687.508,6385,52790
1100,247599,30897.764,4683,55345
1101,247599,30912.818,3831,63433
1102,247599,28648.820,0,60879
1103,247599,23236.105,0,65535
1104,247599,23193.928,0,65535
1105,247599,23388.795,0,65535
1106,247599,23143.863,0,65535
1107,247599,23312.490,0,65535
1108,247599,23391.693,0,65535
1109,247599,23173.746,0,65535
1110,247599,23402.660,0,65535
1111,247599,23307.465,0,65535
1112,247599,23373.574,0,65535
1113,247599,23252.477,0,65535
1114,247599,29021.531,851,59176
1115,247599,31217.807,2128,56622
1116,247599,30842.160,0,65535
1117,247599,31005.000,2980,56196
1118,247599,30896.143,5960,65535
1119,247599,31011.771,5960,60453
1120,247599,30793.445,4683,62582
1121,247599,30720.000,1277,62156
1122,247599,30979.994,1277,64285
1123,247599,30658.643,5108,58750
1124,247599,30949.402,5534,56196
1125,247599,28632.742,0,56622
1126,247599,23250.672,0,65535
1127,247599,23164.314,0,65535
1128,247599,23061.914,0,65535
1129,247599,23323.947,0,65535
1130,247599,23091.916,0,65535
1131,247599,23334.328,0,65535
1132,247599,23124.838,0,65535
1133,247599,23322.336,0,65535
1134,247599,23374.131,0,65535
1135,247599,23185.975,0,65535
1136,247599,23423.459,0,65535
1137,247599,29138.650,0,61731
1138,247599,31142.299,2128,65535
1139,247599,30909.580,6385,63008
1140,247599,31085.342,0,54493
1141,247599,31109.170,4683,65535
1142,247599,30860.250,2980,63859
1143,247599,31006.789,5534,64711
1144,247599,30810.771,3831,65535
1145,247599,31016.920,4683,58325
1146,247599,30840.100,5108,57047
1147,247599,31046.027,0,65535
1148,247599,28707.115,851,59176
1149,247599,23018.545,0,65535
1150,247599,23443.578,0,65535
1151,247599,23167.365,0,65535
1152,247599,23359.525,0,65535
1153,247599,23223.947,0,65535
1154,247599,23119.566,0,65535
1155,247599,23366.521,0,65535
1156,247599,23131.533,0,65535
1157,247599,23331.535,0,65535
1158,247599,23244.795,0,65535
1159,247599,23382.779,0,65535
1160,247599,29291.654,4257,59176
1161,247599,30822.818,2128,65535
1162,247599,31070.156,6385,56196
1163,247599,30721.406,5108,62156
1164,247599,31020.303,6385,57899
1165,247599,30818.473,851,60879
1166,247599,31082.266,2980,62582
1167,247599,30802.842,0,62156
1168,247599,30733.326,4257,65535
1169,247599,30962.664,6385,54493
1170,247599,30731.504,2980,55770
1171,247599,28581.375,0,65535
1172,247599,23118.297,0,65535
1173,247599,23351.504,0,65535
1174,247599,23348.643,0,65535
1175,247599,23155.816,0,65535
1176,247599,23373.957,0,65535
1177,247599,23177.496,0,65535
1178,247599,23413.580,0,65535
1179,247599,23237.732,0,65535
1180,247599,23429.250,0,65535
1181,247599,23368.500,0,65535
1182,247599,23147.537,0,65535
1183,247599,29673.029,3405,60879
1184,247599,30927.688,0,57899
1185,247599,31046.199,5534,64285
1186,247599,30871.957,2980,56196
1187,247599,30982.369,7237,57899
1188,247599,30901.438,3831,60453
1189,247599,30666.578,6811,58325
1190,247599,30826.363,2554,56196
1191,247599,30731.713,5534,57473
1192,247599,30942.322,6385,57899
1193,247599,30728.945,5960,65535
1194,247599,28252.564,0,63008
1195,247599,23228.051,0,65535
1196,247599,23148.711,0,65535
1197,247599,23424.350,0,65535
1198,247599,23227.234,0,65535
1199,247599,23393.209,0,65535
1200,247599,23269.387,0,65535
